Text,Sentiment,Timestamp,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Polarity,Subjectivity,Sentiment_Category
" Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",Confusion,6/5/2020 12:15,Twitter,labyrinthofthoughts,14,28, Australia    ,2020,6,5,12,0.0,0.0,Neutral
" Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30,Instagram,numbness,10,20, Canada        ,2021,11,30,15,0.0,0.65,Neutral
" Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30,Instagram,emotionalstorms,10,20, Canada        ,2021,11,30,15,0.0,0.65,Neutral
" Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",Melancholy,2/25/2019 21:00,Facebook,melancholy,13,26, UK            ,2019,2,25,21,0.0,0.0,Neutral
" Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",Melancholy,2/25/2019 21:00,Facebook,wistfulyearning,13,26, UK            ,2019,2,25,21,0.0,0.0,Neutral
" Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",Nostalgia,5/18/2017 14:45,Twitter,nostalgia,12,25, USA          ,2017,5,18,14,0.1,0.2,Neutral
" Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",Nostalgia,5/18/2017 14:45,Twitter,photoalbumstories,12,25, USA          ,2017,5,18,14,0.1,0.2,Neutral
" Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Ambivalence,8/5/2022 11:30,Instagram,ambivalence,15,30, Canada        ,2022,8,5,11,0.0,0.0,Neutral
" Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",Ambivalence,8/5/2022 11:30,Instagram,crossroadsconfusion,15,30, Canada        ,2022,8,5,11,0.0,0.0,Neutral
" Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",Acceptance,6/15/2023 16:20,Facebook,acceptance,18,36, Australia    ,2023,6,15,16,-0.1666666666666666,1.0,Negative
" Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",Acceptance,6/15/2023 16:20,Facebook,unpredictableart,18,36, Australia    ,2023,6,15,16,-0.1666666666666666,1.0,Negative
" Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",Determination,10/10/2021 14:45,Twitter,determination,20,40, UK            ,2021,10,10,14,0.0,0.0,Neutral
" Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",Determination,10/10/2021 14:45,Twitter,sculptingdreams,20,40, UK            ,2021,10,10,14,0.0,0.0,Neutral
" Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",Serenity,5/12/2020 19:30,Instagram,serenity,25,50, USA          ,2020,5,12,19,0.0,0.3333333333333333,Neutral
" Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",Serenity,5/12/2020 19:30,Instagram,moonlitpeace,25,50, USA          ,2020,5,12,19,0.0,0.3333333333333333,Neutral
" Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",Curiosity,12/1/2022 9:15,Facebook,curiosity,22,44, India         ,2022,12,1,9,0.0,0.0,Neutral
" Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",Curiosity,12/1/2022 9:15,Facebook,fearlessexplorer,22,44, India         ,2022,12,1,9,0.0,0.0,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30,Instagram,numbness,10,20, Canada ,2021,11,30,15,0.0,0.65,Neutral
"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",Numbness,11/30/2021 15:30,Instagram,emotionalstorms,10,20, Canada ,2021,11,30,15,0.0,0.65,Neutral
" Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",Zest,7/12/2018 17:45,Twitter,zest,15,30, USA ,2018,7,12,17,0.8,0.2,Positive
" Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",Zest,7/12/2018 17:45,Twitter,carefreespirit,15,30, USA ,2018,7,12,17,0.8,0.2,Positive
" Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",Contentment,9/5/2020 20:10,Facebook,contentment,18,36, Australia ,2020,9,5,20,0.3,0.5,Positive
" Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",Contentment,9/5/2020 20:10,Facebook,goldenglow,18,36, Australia ,2020,9,5,20,0.3,0.5,Positive
" Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",Hopeful,4/18/2022 8:00,Instagram,hopeful,12,24, India ,2022,4,18,8,0.0,0.0,Neutral
" Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",Hopeful,4/18/2022 8:00,Instagram,canvasofdreams,12,24, India ,2022,4,18,8,0.0,0.0,Neutral
" Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",Proud,12/10/2019 12:20,Twitter,proud,25,50, Canada ,2019,12,10,12,0.8,1.0,Positive
" Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",Proud,12/10/2019 12:20,Twitter,branchesofachievement,25,50, Canada ,2019,12,10,12,0.8,1.0,Positive
" A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",Grateful,2/28/2023 9:45,Facebook,grateful,20,40, USA ,2023,2,28,9,0.0,0.0,Neutral
" A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",Grateful,2/28/2023 9:45,Facebook,blossomingconnection,20,40, USA ,2023,2,28,9,0.0,0.0,Neutral
" Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",Empathetic,4/3/2018 14:15,Instagram,empathetic,15,30, UK ,2018,4,3,14,0.0,0.0,Neutral
" Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",Empathetic,4/3/2018 14:15,Instagram,tapestryofunderstanding,15,30, UK ,2018,4,3,14,0.0,0.0,Neutral
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",Compassionate,6/20/2022 10:30,Twitter,compassionate,18,36, Australia ,2022,6,20,10,-0.1,0.3,Neutral
" Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",Compassionate,6/20/2022 10:30,Twitter,showerofempathy,18,36, Australia ,2022,6,20,10,-0.1,0.3,Neutral
" Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",Playful,7/8/2020 18:00,Facebook,playful,22,44, Canada ,2020,7,8,18,0.15,0.35,Positive
" Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",Playful,7/8/2020 18:00,Facebook,danceintherain,22,44, Canada ,2020,7,8,18,0.15,0.35,Positive
" Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",Free-spirited,8/15/2021 11:10,Instagram,freespirit,20,40, India ,2021,8,15,11,0.4,0.8,Positive
" Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",Free-spirited,8/15/2021 11:10,Instagram,paintingthesky,20,40, India ,2021,8,15,11,0.4,0.8,Positive
" Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",Inspired,10/25/2019 16:50,Twitter,inspired,15,30, UK ,2019,10,25,16,0.1287878787878787,0.6515151515151515,Positive
" Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",Inspired,10/25/2019 16:50,Twitter,creativephoenix,15,30, UK ,2019,10,25,16,0.1287878787878787,0.6515151515151515,Positive
" Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",Hopeful,10/5/2023 7:30,Facebook,hopeful,12,24, USA ,2023,10,5,7,0.3636363636363636,0.6893939393939394,Positive
" Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",Hopeful,10/5/2023 7:30,Facebook,sunriseofpossibilities,12,24, USA ,2023,10,5,7,0.3636363636363636,0.6893939393939394,Positive
" Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",Confident,2/15/2022 13:15,Instagram,confident,25,50, Australia ,2022,2,15,13,0.0,0.0,Neutral
" Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",Confident,2/15/2022 13:15,Instagram,footprintsofassuredness,25,50, Australia ,2022,2,15,13,0.0,0.0,Neutral
" Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",Serenity,5/8/2021 22:00,Twitter,serenity,13,26, Canada ,2021,5,8,22,0.0,0.0,Neutral
" Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",Serenity,5/8/2021 22:00,Twitter,moonlitserenade,13,26, Canada ,2021,5,8,22,0.0,0.0,Neutral
" Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",Curiosity,11/29/2020 14:45,Instagram,curiosity,17,34, USA ,2020,11,29,14,0.0,0.0,Neutral
" Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",Curiosity,11/29/2020 14:45,Instagram,labyrinthofquestions,17,34, USA ,2020,11,29,14,0.0,0.0,Neutral
" In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",Ambivalence,9/14/2019 10:20,Facebook,ambivalence,14,28, UK ,2019,9,14,10,0.0,0.0,Neutral
" In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",Ambivalence,9/14/2019 10:20,Facebook,autumnwaltz,14,28, UK ,2019,9,14,10,0.0,0.0,Neutral
" Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",Grateful,3/12/2022 19:55,Twitter,grateful,19,38, Australia ,2022,3,12,19,0.25,1.0,Positive
" Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",Grateful,3/12/2022 19:55,Twitter,guidingstar,19,38, Australia ,2022,3,12,19,0.25,1.0,Positive
" With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",Zest,3/30/2023 16:30,Instagram,zest,16,32, India ,2023,3,30,16,0.8,0.2,Positive
" With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",Zest,3/30/2023 16:30,Instagram,fieldsofenthusiasm,16,32, India ,2023,3,30,16,0.8,0.2,Positive
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,7/1/2021 12:10,Facebook,compassionate,21,42, Canada ,2021,7,1,12,0.1,0.45,Neutral
" A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",Compassionate,7/1/2021 12:10,Facebook,tearsofempathy,21,42, Canada ,2021,7,1,12,0.1,0.45,Neutral
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,1/5/2020 8:45,Twitter,proud,23,46, USA ,2020,1,5,8,0.55,0.5,Positive
" Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",Proud,1/5/2020 8:45,Twitter,scalingpeaks,23,46, USA ,2020,1,5,8,0.55,0.5,Positive
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,7/17/2022 6:15,Instagram,hopeful,14,28, UK ,2022,7,17,6,0.0,0.0,Neutral
" Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",Hopeful,7/17/2022 6:15,Instagram,seedsofoptimism,14,28, UK ,2022,7,17,6,0.0,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,8/22/2018 17:20,Facebook,playful,24,48, Australia ,2018,8,22,17,0.0,0.0,Neutral
" A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",Playful,8/22/2018 17:20,Facebook,carnivalescapade,24,48, Australia ,2018,8,22,17,0.0,0.0,Neutral
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Inspired,12/8/2021 14:30,Twitter,inspired,18,36, India ,2021,12,8,14,0.0,0.0,Neutral
" Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",Inspired,12/8/2021 14:30,Twitter,cloudsofcreativity,18,36, India ,2021,12,8,14,0.0,0.0,Neutral
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Contentment,4/27/2019 9:50,Instagram,contentment,20,40, Canada ,2019,4,27,9,0.0,0.1666666666666666,Neutral
" Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",Contentment,4/27/2019 9:50,Instagram,tranquilwaters,20,40, Canada ,2019,4,27,9,0.0,0.1666666666666666,Neutral
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Empathetic,9/3/2023 21:40,Facebook,empathetic,16,32, USA ,2023,9,3,21,-0.15,0.4,Negative
" With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",Empathetic,9/3/2023 21:40,Facebook,lanternofcompassion,16,32, USA ,2023,9,3,21,-0.15,0.4,Negative
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Free-spirited,6/10/2020 10:05,Twitter,freespirit,22,44, UK ,2020,6,10,10,0.1,0.75,Neutral
" A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",Free-spirited,6/10/2020 10:05,Twitter,wingsofdreams,22,44, UK ,2020,6,10,10,0.1,0.75,Neutral
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Grateful,4/1/2022 18:30,Instagram,grateful,19,38, Australia ,2022,4,1,18,0.4499999999999999,0.55,Positive
" Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",Grateful,4/1/2022 18:30,Instagram,goldenhues,19,38, Australia ,2022,4,1,18,0.4499999999999999,0.55,Positive
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Confident,1/15/2021 13:00,Facebook,confident,23,46, Canada ,2021,1,15,13,0.5,0.8333333333333334,Positive
" Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",Confident,1/15/2021 13:00,Facebook,danceoflife,23,46, Canada ,2021,1,15,13,0.5,0.8333333333333334,Positive
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Hopeful,5/6/2023 7:20,Twitter,hopeful,15,30, India ,2023,5,6,7,0.0,0.0,Neutral
" Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",Hopeful,5/6/2023 7:20,Twitter,brightertomorrows,15,30, India ,2023,5,6,7,0.0,0.0,Neutral
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Playful,11/18/2019 15:15,Instagram,playful,25,50, USA ,2019,11,18,15,0.8,0.2,Positive
" Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",Playful,11/18/2019 15:15,Instagram,jugglingresponsibilities,25,50, USA ,2019,11,18,15,0.8,0.2,Positive
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Inspired,8/29/2020 20:45,Facebook,inspired,14,28, UK ,2020,8,29,20,0.0,0.0,Neutral
" Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",Inspired,8/29/2020 20:45,Facebook,talestothestars,14,28, UK ,2020,8,29,20,0.0,0.0,Neutral
" Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",Hopeful,10/30/2022 11:40,Twitter,hopeful,17,34, Australia ,2022,10,30,11,0.0,0.0,Neutral
